,accession,tax_id,organism_name,download_url
380,GCF_000016345.1,312153,Polynucleobacter asymbioticus QLW-P1DMWA-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016345.1/download?include_annotation_type=GENOME_FASTA&filename=Polynucleobacter_asymbioticus_QLW-P1DMWA-1.zip
381,GCF_003544835.1,1032239,Aliarcobacter skirrowii CCUG 10374,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003544835.1/download?include_annotation_type=GENOME_FASTA&filename=Aliarcobacter_skirrowii_CCUG_10374.zip
382,GCF_016127275.1,102684,Streptococcus infantarius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016127275.1/download?include_annotation_type=GENOME_FASTA&filename=Streptococcus_infantarius.zip
383,GCF_000024565.1,519441,Streptobacillus moniliformis DSM 12112,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000024565.1/download?include_annotation_type=GENOME_FASTA&filename=Streptobacillus_moniliformis_DSM_12112.zip
384,GCF_002139935.1,1031753,Campylobacter lanienae NCTC 13004,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002139935.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_lanienae_NCTC_13004.zip
385,GCF_000284075.1,1105113,Rickettsia rhipicephali str. 3-7-female6-CWPP,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000284075.1/download?include_annotation_type=GENOME_FASTA&filename=Rickettsia_rhipicephali_str._3-7-female6-CWPP.zip
386,GCF_001027285.1,48,Archangium gephyra,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001027285.1/download?include_annotation_type=GENOME_FASTA&filename=Archangium_gephyra.zip
387,GCF_015291705.1,858423,Bradyrhizobium arachidis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_015291705.1/download?include_annotation_type=GENOME_FASTA&filename=Bradyrhizobium_arachidis.zip
388,GCF_000830005.1,362257,Streptomyces vietnamensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000830005.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_vietnamensis.zip
389,GCF_019933235.1,285578,Streptomyces angustmyceticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019933235.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_angustmyceticus.zip
390,GCF_006716135.1,67282,Streptomyces calvus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006716135.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_calvus.zip
391,GCF_013389765.1,47853,Micromonospora carbonacea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013389765.1/download?include_annotation_type=GENOME_FASTA&filename=Micromonospora_carbonacea.zip
392,GCF_003945385.1,2074,Pseudonocardia autotrophica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003945385.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudonocardia_autotrophica.zip
393,GCF_008932115.1,244734,Bradyrhizobium betae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008932115.1/download?include_annotation_type=GENOME_FASTA&filename=Bradyrhizobium_betae.zip
394,GCF_000758725.1,189426,Paenibacillus odorifer,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000758725.1/download?include_annotation_type=GENOME_FASTA&filename=Paenibacillus_odorifer.zip
395,GCF_003614435.1,1389713,Mycobacterium paragordonae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003614435.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_paragordonae.zip
396,GCF_003352185.1,1628086,Pseudomonas kribbensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003352185.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_kribbensis.zip
397,GCF_002355475.1,1149133,Pseudomonas furukawaii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355475.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_furukawaii.zip
398,GCF_002240415.1,172713,Paenibacillus kribbensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002240415.1/download?include_annotation_type=GENOME_FASTA&filename=Paenibacillus_kribbensis.zip
399,GCF_001605725.1,83262,Mycobacteroides immunogenum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001605725.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacteroides_immunogenum.zip
400,GCF_008728195.1,540747,Roseovarius indicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008728195.1/download?include_annotation_type=GENOME_FASTA&filename=Roseovarius_indicus.zip
401,GCF_002291445.1,1109412,Brenneria goodwinii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002291445.1/download?include_annotation_type=GENOME_FASTA&filename=Brenneria_goodwinii.zip
402,GCF_006711645.1,1259973,Raoultella electrica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006711645.1/download?include_annotation_type=GENOME_FASTA&filename=Raoultella_electrica.zip
403,GCF_001314325.1,33050,Sphingopyxis macrogoltabida,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001314325.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingopyxis_macrogoltabida.zip
404,GCF_003258315.1,1548548,Bradymonas sediminis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003258315.1/download?include_annotation_type=GENOME_FASTA&filename=Bradymonas_sediminis.zip
405,GCF_007995155.1,1742359,Bacillus dafuensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_007995155.1/download?include_annotation_type=GENOME_FASTA&filename=Bacillus_dafuensis.zip
406,GCF_900635955.1,158823,Cedecea lapagei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900635955.1/download?include_annotation_type=GENOME_FASTA&filename=Cedecea_lapagei.zip
407,GCF_018736065.1,373891,Flammeovirga kamogawensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018736065.1/download?include_annotation_type=GENOME_FASTA&filename=Flammeovirga_kamogawensis.zip
408,GCF_017352135.1,1138194,Rhizobium lentis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017352135.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_lentis.zip
409,GCF_028553805.1,405559,Paracoccus saliphilus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028553805.1/download?include_annotation_type=GENOME_FASTA&filename=Paracoccus_saliphilus.zip
410,GCF_002770595.1,1265445,Chryseobacterium camelliae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002770595.1/download?include_annotation_type=GENOME_FASTA&filename=Chryseobacterium_camelliae.zip
411,GCF_002101395.1,1891675,Pantoea alhagi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002101395.1/download?include_annotation_type=GENOME_FASTA&filename=Pantoea_alhagi.zip
412,GCF_021165935.1,86173,Microbulbifer elongatus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021165935.1/download?include_annotation_type=GENOME_FASTA&filename=Microbulbifer_elongatus.zip
413,GCF_000833025.1,480520,Myroides profundi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000833025.1/download?include_annotation_type=GENOME_FASTA&filename=Myroides_profundi.zip
414,GCF_001302565.1,1933880,Glutamicibacter halophytocola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001302565.1/download?include_annotation_type=GENOME_FASTA&filename=Glutamicibacter_halophytocola.zip
415,GCF_003096095.1,139021,Dietzia psychralcaliphila,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003096095.1/download?include_annotation_type=GENOME_FASTA&filename=Dietzia_psychralcaliphila.zip
416,GCF_015476235.1,215580,Caldimonas thermodepolymerans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_015476235.1/download?include_annotation_type=GENOME_FASTA&filename=Caldimonas_thermodepolymerans.zip
417,GCF_019343455.1,2582914,Alcaligenes ammonioxydans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019343455.1/download?include_annotation_type=GENOME_FASTA&filename=Alcaligenes_ammonioxydans.zip
418,GCF_028751525.1,1457,Alicyclobacillus cycloheptanicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028751525.1/download?include_annotation_type=GENOME_FASTA&filename=Alicyclobacillus_cycloheptanicus.zip
419,GCF_002844395.1,1677857,Acetivibrio saccincola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002844395.1/download?include_annotation_type=GENOME_FASTA&filename=Acetivibrio_saccincola.zip
420,GCF_013283835.1,1904463,Poseidonibacter lekithochrous,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013283835.1/download?include_annotation_type=GENOME_FASTA&filename=Poseidonibacter_lekithochrous.zip
421,GCF_000355765.4,1288494,Nitrosospira lacus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000355765.4/download?include_annotation_type=GENOME_FASTA&filename=Nitrosospira_lacus.zip
422,GCF_030408755.1,131318,Corynebacterium felinum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030408755.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_felinum.zip
423,GCF_000599985.1,1196095,Gilliamella apicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000599985.1/download?include_annotation_type=GENOME_FASTA&filename=Gilliamella_apicola.zip
424,GCF_003966655.1,1232575,Acidithiobacillus ferridurans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003966655.1/download?include_annotation_type=GENOME_FASTA&filename=Acidithiobacillus_ferridurans.zip
425,GCF_003544855.1,505249,Malaciobacter marinus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003544855.1/download?include_annotation_type=GENOME_FASTA&filename=Malaciobacter_marinus.zip
426,GCF_005280275.1,1908198,Salinivibrio kushneri,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005280275.1/download?include_annotation_type=GENOME_FASTA&filename=Salinivibrio_kushneri.zip
427,GCF_001187595.1,198467,Anoxybacillus gonensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001187595.1/download?include_annotation_type=GENOME_FASTA&filename=Anoxybacillus_gonensis.zip
428,GCF_003966915.1,1553431,Mycoavidus cysteinexigens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003966915.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoavidus_cysteinexigens.zip
429,GCF_004564075.1,904291,Microbacterium sediminis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004564075.1/download?include_annotation_type=GENOME_FASTA&filename=Microbacterium_sediminis.zip
430,GCF_003795145.1,290335,Tetragenococcus koreensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003795145.1/download?include_annotation_type=GENOME_FASTA&filename=Tetragenococcus_koreensis.zip
431,GCF_001685435.2,1230341,Salimicrobium jeotgali,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001685435.2/download?include_annotation_type=GENOME_FASTA&filename=Salimicrobium_jeotgali.zip
432,GCF_000807275.1,1267021,Frischella perrara,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000807275.1/download?include_annotation_type=GENOME_FASTA&filename=Frischella_perrara.zip
433,GCF_030408435.1,99807,Corynebacterium auriscanis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030408435.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_auriscanis.zip
434,GCF_030408395.1,1190508,Corynebacterium aquatimens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_030408395.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_aquatimens.zip
435,GCF_000980815.1,161896,Corynebacterium camporealensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000980815.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_camporealensis.zip
436,GCF_900478035.1,1724,Corynebacterium renale,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900478035.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_renale.zip
437,GCF_002982135.1,114090,Pediococcus inopinatus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002982135.1/download?include_annotation_type=GENOME_FASTA&filename=Pediococcus_inopinatus.zip
438,GCF_003609975.1,1917441,Streptococcus ruminantium,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003609975.1/download?include_annotation_type=GENOME_FASTA&filename=Streptococcus_ruminantium.zip
439,GCF_014397255.1,1162633,Weissella diestrammenae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014397255.1/download?include_annotation_type=GENOME_FASTA&filename=Weissella_diestrammenae.zip
440,GCF_001687475.2,1813019,Campylobacter hepaticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001687475.2/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_hepaticus.zip
441,GCF_000699505.1,529884,Rhodoluna lacicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000699505.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodoluna_lacicola.zip
442,GCF_001305595.1,528244,Azospirillum thiophilum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001305595.1/download?include_annotation_type=GENOME_FASTA&filename=Azospirillum_thiophilum.zip
443,GCF_024498275.1,92758,Mycoplasmoides fastidiosum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024498275.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmoides_fastidiosum.zip
444,GCF_900660515.1,29553,Mycoplasmopsis bovirhinis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660515.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmopsis_bovirhinis.zip
445,GCF_014701115.1,47760,Streptomyces aurantiacus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014701115.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_aurantiacus.zip
446,GCF_002263495.1,1235441,Nocardiopsis gilva YIM 90087,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002263495.1/download?include_annotation_type=GENOME_FASTA&filename=Nocardiopsis_gilva_YIM_90087.zip
447,GCF_001936175.1,418223,Methylobacterium phyllosphaerae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001936175.1/download?include_annotation_type=GENOME_FASTA&filename=Methylobacterium_phyllosphaerae.zip
448,GCF_018966525.1,1333845,Paenibacillus sophorae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018966525.1/download?include_annotation_type=GENOME_FASTA&filename=Paenibacillus_sophorae.zip
449,GCF_009769165.1,56455,Xanthomonas hyacinthi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009769165.1/download?include_annotation_type=GENOME_FASTA&filename=Xanthomonas_hyacinthi.zip
450,GCF_008931805.1,1202962,Moritella marina ATCC 15381,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008931805.1/download?include_annotation_type=GENOME_FASTA&filename=Moritella_marina_ATCC_15381.zip
451,GCF_000968535.2,1091494,Methylotuvimicrobium alcaliphilum 20Z,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000968535.2/download?include_annotation_type=GENOME_FASTA&filename=Methylotuvimicrobium_alcaliphilum_20Z.zip
452,GCF_001562195.1,233316,Alteromonas stellipolaris,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001562195.1/download?include_annotation_type=GENOME_FASTA&filename=Alteromonas_stellipolaris.zip
453,GCF_900475855.1,333962,Providencia heimbachae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900475855.1/download?include_annotation_type=GENOME_FASTA&filename=Providencia_heimbachae.zip
454,GCF_001955715.1,1484693,Rhodoferax saidenbachensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001955715.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodoferax_saidenbachensis.zip
455,GCF_000968195.1,351671,Xenorhabdus doucetiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000968195.1/download?include_annotation_type=GENOME_FASTA&filename=Xenorhabdus_doucetiae.zip
456,GCF_004124315.2,2487276,Bacillus cabrialesii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004124315.2/download?include_annotation_type=GENOME_FASTA&filename=Bacillus_cabrialesii.zip
457,GCF_002214645.1,164759,Diaphorobacter nitroreducens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002214645.1/download?include_annotation_type=GENOME_FASTA&filename=Diaphorobacter_nitroreducens.zip
458,GCF_009646115.1,470933,Pantoea eucalypti,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009646115.1/download?include_annotation_type=GENOME_FASTA&filename=Pantoea_eucalypti.zip
459,GCF_000767465.1,1088721,Novosphingobium pentaromativorans US6-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000767465.1/download?include_annotation_type=GENOME_FASTA&filename=Novosphingobium_pentaromativorans_US6-1.zip
460,GCF_000230715.2,797304,Natronobacterium gregoryi SP2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230715.2/download?include_annotation_type=GENOME_FASTA&filename=Natronobacterium_gregoryi_SP2.zip
461,GCF_003010915.2,256821,Gulosibacter molinativorax,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003010915.2/download?include_annotation_type=GENOME_FASTA&filename=Gulosibacter_molinativorax.zip
462,GCF_001687585.2,1215089,Planococcus halocryophilus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001687585.2/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_halocryophilus.zip
463,GCF_022788655.1,225422,Sulfitobacter indolifex,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022788655.1/download?include_annotation_type=GENOME_FASTA&filename=Sulfitobacter_indolifex.zip
464,GCF_002902965.1,169430,Paraburkholderia hospita,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002902965.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_hospita.zip
465,GCF_007970465.1,863239,Corynebacterium nuruki S6-4,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_007970465.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_nuruki_S6-4.zip
